0.000000,1.200000
0.001326,1.200000
0.007580,1.200000
0.023439,1.199990
0.051157,1.199903
0.089907,1.199539
0.137286,1.198578
0.190741,1.196687
0.248206,1.193608
0.308210,1.189179
0.369777,1.183321
0.432281,1.176000
0.495334,1.167215
0.558710,1.156978
0.622289,1.145306
0.686031,1.132218
0.749966,1.117730
0.814190,1.101853
0.878887,1.084587
0.944353,1.065916
1.011069,1.045796
1.079837,1.024134
1.152123,1.000742
1.231116,0.975233
1.327580,0.946684
1.441702,0.911744
1.528814,0.872281
1.592211,0.845459
1.641284,0.828848
1.682119,0.818186
1.718099,0.811023
1.751111,0.806134
1.782255,0.802900
1.812214,0.800995
1.841446,0.800239
1.870283,0.800528
1.899004,0.801804
1.927822,0.804037
1.956925,0.807216
1.986509,0.811341
2.016789,0.816428
2.048008,0.822505
2.080447,0.829618
2.114447,0.837836
2.150439,0.847248
2.188993,0.857983
2.230916,0.870218
2.277436,0.884212
2.330661,0.900369
2.395060,0.919385
2.487278,0.942751
2.594330,0.976095
2.689870,1.013509
2.773205,1.044919
2.848445,1.070385
2.918771,1.091635
2.986180,1.109902
3.051874,1.125902
3.116580,1.140036
3.180739,1.152524
3.244621,1.163485
3.308393,1.172982
3.372152,1.181043
3.435945,1.187682
3.499793,1.192899
3.563705,1.196691
3.627674,1.199055
3.691684,1.199985
3.755715,1.199477
3.819764,1.197530
3.883824,1.194143
3.947878,1.189316
4.011905,1.183052
4.075890,1.175356
4.139828,1.166237
4.203732,1.155704
4.267631,1.143769
4.331575,1.130442
4.395649,1.115732
4.459989,1.099645
4.524807,1.082176
4.590432,1.063303
4.657381,1.042976
4.726525,1.021090
4.799471,0.997439
4.879845,0.971592
4.981447,0.942489
5.090871,0.905790
5.173521,0.868376
5.234391,0.843343
5.282141,0.827670
5.322269,0.817477
5.357857,0.810569
5.390642,0.805839
5.421651,0.802718
5.451530,0.800903
5.480716,0.800226
5.509532,0.800587
5.538251,0.801932
5.567083,0.804233
5.596212,0.807479
5.625838,0.811673
5.656177,0.816828
5.687473,0.822977
5.720011,0.830168
5.754138,0.838467
5.790291,0.847969
5.829056,0.858804
5.871260,0.871155
5.918173,0.885288
5.972002,0.901620
6.037523,0.920882
6.134211,0.944668
6.241627,0.979573
6.336274,1.016931
6.418826,1.047828
6.493539,1.072850
6.563534,1.093766
6.630739,1.111774
6.696312,1.127560
6.760947,1.141506
6.825069,1.153821
6.888935,1.164617
6.952703,1.173952
7.016465,1.181855
7.080263,1.188335
7.144119,1.193393
7.208038,1.197026
7.272012,1.199230
7.336026,1.200000
7.400057,1.199331
7.464108,1.197224
7.528167,1.193676
7.592219,1.188689
7.656241,1.182264
7.720221,1.174409
7.784155,1.165131
7.848056,1.154441
7.911957,1.142350
7.975911,1.128868
8.040007,1.114005
8.104388,1.097764
8.169278,1.080139
8.235020,1.061107
8.302162,1.040613
8.371630,1.018542
8.445164,0.994674
8.526815,0.968536
8.634141,0.938933
8.741659,0.900299
8.821219,0.864018
8.879952,0.840448
8.926389,0.825739
8.965711,0.816147
9.000788,0.809640
9.033243,0.805205
9.064035,0.802321
9.093776,0.800709
9.122882,0.800215
9.151664,0.800749
9.180392,0.802260
9.209262,0.804724
9.238463,0.808133
9.268196,0.812491
9.298682,0.817815
9.330170,0.824139
9.362955,0.831515
9.397396,0.840014
9.433952,0.849735
9.473241,0.860817
9.516148,0.873452
9.564056,0.887928
9.619433,0.904700
9.687955,0.924585
9.801529,0.949481
9.913197,0.990249
10.006889,1.028404
10.087868,1.058190
10.161326,1.081975
10.230454,1.101831
10.297097,1.118941
10.362322,1.133942
10.426756,1.147173
10.490772,1.158815
10.554596,1.168960
10.618361,1.177656
10.682140,1.184924
10.745965,1.190770
10.809851,1.195192
10.873797,1.198188
10.937792,1.199751
11.001817,1.199879
11.065860,1.198568
11.129918,1.195817
11.193978,1.191626
11.258019,1.185996
11.322024,1.178931
11.385983,1.170439
11.449899,1.160529
11.513795,1.149212
11.577710,1.136498
11.641713,1.122398
11.705915,1.106919
11.770489,1.090062
11.835707,1.071813
11.901990,1.052137
11.970024,1.030958
12.041014,1.008122
12.117406,0.983322
12.206001,0.955868
12.363821,0.923688
12.469627,0.868846
12.537860,0.837445
12.587221,0.821223
12.627113,0.812050
12.661969,0.806437
12.693995,0.802958
12.724380,0.800987
12.753818,0.800233
12.782757,0.800547
12.811532,0.801856
12.840389,0.804123
12.869524,0.807336
12.899139,0.811496
12.929454,0.816618
12.960714,0.822731
12.993203,0.829883
13.027266,0.838141
13.063336,0.847597
13.101993,0.858381
13.144052,0.870673
13.190763,0.884735
13.244280,0.900976
13.309217,0.920112
13.403506,0.943680
13.510647,0.977748
13.605716,1.015109
13.688658,1.046263
13.763639,1.071514
13.833805,1.092608
13.901116,1.110754
13.966752,1.126656
14.031424,1.140705
14.095565,1.153114
14.159439,1.164000
14.223209,1.173424
14.286969,1.181414
14.350764,1.187981
14.414616,1.193126
14.478530,1.196847
14.542502,1.199138
14.606514,1.199996
14.670544,1.199416
14.734594,1.197396
14.798654,1.193937
14.862706,1.189037
14.926731,1.182701
14.990714,1.174933
15.054650,1.165742
15.118552,1.155138
15.182452,1.143133
15.246400,1.129736
15.310484,1.114957
15.374842,1.098800
15.439692,1.081261
15.505368,1.062316
15.572403,1.041914
15.641690,1.019945
15.714895,0.996196
15.795826,0.970220
15.899792,0.940897
16.008158,0.903396
16.089360,0.866543
16.149274,0.842166
16.196456,0.826905
16.236245,0.816958
16.271622,0.810210
16.304274,0.805594
16.335197,0.802563
16.365021,0.800825
16.394175,0.800216
16.422976,0.800642
16.451697,0.802049
16.480542,0.804411
16.509697,0.807718
16.539362,0.811972
16.569754,0.817190
16.601120,0.823405
16.633749,0.830664
16.667990,0.839037
16.704291,0.848620
16.743248,0.859546
16.785709,0.872002
16.832984,0.886262
